game,link,platforms,difficulty,time_needed,platinum_rarity,views,guide_rating,guide_rating_count,user_favourites
DJMax Respect,https://psnprofiles.com/guide/12992-djmax-respect-estimate-dlc-trophy-guide,PS4,3/10,2,,"3,617",,0,0
Max Payne 3,https://psnprofiles.com/guide/12904-max-payne-3-painful-memories-dlc-trophy-guide,PS3,3/10,2,,"2,645",,0,3
The Four Kings Casino and Slots,https://psnprofiles.com/guide/14508-the-four-kings-casino-and-slots-king-pins-dlc-trophy-guide,PS4,3/10,2,,"2,232",,0,1
JoJo's Bizarre Adventure: HD Version,https://psnprofiles.com/guide/17098-jojos-bizarre-adventure-hd-version-trophy-guide,PS3,3/10,2,,"3,052",,0,2
Tiny Tina's Wonderlands,https://psnprofiles.com/guide/14488-tiny-tinas-wonderlands-gluttons-gamble-dlc-trophy-guide,PS5,3/10,2,,"17,584",,0,4
Alienation,https://psnprofiles.com/guide/4905-alienation-weekly-fashion-victims-dlc-trophy-guide,PS4,3/10,2,,"5,932",,0,4
Plague Inc: Evolved,https://psnprofiles.com/guide/6300-plague-inc-evolved-shadow-plague-dlc-trophy-guide,PS4,3/10,2,,"12,392",5/5,7,12
Borderlands: The Pre-Sequel,https://psnprofiles.com/guide/4850-borderlands-the-pre-sequel-the-holodome-onslaught-dlc-trophy-guide,PS4,3/10,2,,"21,574",4/5,11,31
Dreams,https://psnprofiles.com/guide/13363-dreams-ancient-dangers-dlc-trophy-guide,PS4,3/10,2,,"9,968",5/5,16,4
Minecraft,https://psnprofiles.com/guide/6133-minecraft-expansion-2-dlc-trophy-guide,PS4,3/10,2,,"36,095",5/5,13,18
Godfall,https://psnprofiles.com/guide/12795-godfall-fire-darkness-dlc-trophy-guide,PS5,3/10,2,,"10,706",,0,5
Dragon Age: Origins,https://psnprofiles.com/guide/1873-dragon-age-origins-witch-hunt-dlc-trophy-guide,PS3,3/10,2,,"10,839",,0,11
Assassin's Creed IV Black Flag,https://psnprofiles.com/guide/5734-assassins-creed-iv-black-flag-blackbeards-wrath-dlc-trophy-guide,PS4,3/10,2,,"46,526",5/5,18,22
Croc's World 2,https://psnprofiles.com/guide/11790-crocs-world-2-trophy-guide,PS4,3/10,2,,"5,164",,0,0
Golden Axe,https://psnprofiles.com/guide/11879-golden-axe-trophy-guide,PS3,3/10,2,,"8,037",,0,3
Moss,https://psnprofiles.com/guide/8807-moss-the-twilight-garden-dlc-trophy-guide,PS4 VR,3/10,2,,"12,622",5/5,6,5
Croc's World,https://psnprofiles.com/guide/11757-crocs-world-trophy-guide,PS4,3/10,2,,"3,519",,0,1
Little Nightmares,https://psnprofiles.com/guide/9341-little-nightmares-the-hideaway-dlc-trophy-guide,PS4,3/10,2,,"45,842",5/5,12,11
A Hat in Time,https://psnprofiles.com/guide/13157-a-hat-in-time-ahitnyakuzametro-dlc-trophy-guide,PS4,3/10,2,,"9,556",5/5,5,8
Star Wars: The Force Unleashed II,https://psnprofiles.com/guide/5200-star-wars-the-force-unleashed-ii-the-battle-of-endor-dlc-trophy-guide,PS3,3/10,2,,"10,188",5/5,6,11
Assassin's Creed Valhalla,https://psnprofiles.com/guide/15277-assassins-creed-valhalla-tombs-of-the-fallen-buried-knowledge-dlc-trophy-guide,PS4,3/10,2,,"33,298",5/5,5,11
DJMax Respect,https://psnprofiles.com/guide/8920-djmax-respect-deemo-dlc-trophy-guide,PS4,3/10,2,,"4,533",,0,0
Magic: The Gathering - Duels of the Planeswalkers 2014,https://psnprofiles.com/guide/12853-magic-the-gathering-duels-of-the-planeswalkers-2014-expansion-1-dlc-trophy-guide,PS3,3/10,2,,"1,711",,0,1
Star Wars: The Force Unleashed,https://psnprofiles.com/guide/7940-star-wars-the-force-unleashed-tatooine-mission-dlc-trophy-guide,PS3,3/10,2,,"10,716",5/5,6,6
Magic: The Gathering - Duels of the Planeswalkers,https://psnprofiles.com/guide/12848-magic-the-gathering-duels-of-the-planeswalkers-expansion-one-dlc-trophy-guide,PS3,3/10,2,,"1,151",,0,1
Little Nightmares,https://psnprofiles.com/guide/9313-little-nightmares-the-depths-dlc-trophy-guide,PS4,3/10,2,,"50,690",5/5,13,8
Horror Stories,https://psnprofiles.com/guide/14600-horror-stories-trophy-guide,PS4,3/10,2,,"8,563",,0,4
Doom,https://psnprofiles.com/guide/5406-doom-arcade-mode-dlc-trophy-guide,PS4,3/10,2,,"35,183",5/5,8,24
Rage 2,https://psnprofiles.com/guide/10548-rage-2-terrormania-dlc-trophy-guide,PS4,3/10,2,,"12,800",,0,4
Minecraft,https://psnprofiles.com/guide/6176-minecraft-expansion-3-dlc-trophy-guide,PS4,3/10,2,,"25,172",4/5,12,15
Doom Eternal,https://psnprofiles.com/guide/15165-doom-eternal-horde-mode-dlc-trophy-guide,PS4,3/10,2,,"13,443",,0,5
Minecraft,https://psnprofiles.com/guide/4342-minecraft-expansion-1-dlc-trophy-guide,PS4,3/10,2,,"35,013",5/5,10,15
No Man's Sky,https://psnprofiles.com/guide/5855-no-mans-sky-path-finder-update-dlc-trophy-guide,PS4,3/10,2,,"35,841",3/5,26,40
Superliminal,https://psnprofiles.com/guide/14971-superliminal-new-modes-added-dlc-trophy-guide,PS4,3/10,2,,"6,668",,0,4
Tiny Tina's Wonderlands,https://psnprofiles.com/guide/14294-tiny-tinas-wonderlands-coiled-captors-dlc-trophy-guide,PS5,3/10,2,,"21,427",,0,5
Marvel's Spider-Man Remastered,https://psnprofiles.com/guide/12284-marvels-spider-man-remastered-remastered-dlc-trophy-guide,PS5,3/10,2,,"54,716",5/5,11,40
Laws of Machine,https://psnprofiles.com/guide/8380-laws-of-machine-trophy-guide,PS4,3/10,2,,"5,281",,0,2
Star Wars: The Force Unleashed,https://psnprofiles.com/guide/7939-star-wars-the-force-unleashed-apprentice-mission-dlc-trophy-guide,PS3,3/10,2,,"12,445",4/5,6,8
Minecraft • Set 2,https://psnprofiles.com/guide/19766-minecraft-set-2-expansion-18-dlc-trophy-guide,PS4,3/10,2,,"1,226",5/5,6,2
Homefront: The Revolution,https://psnprofiles.com/guide/5042-homefront-the-revolution-the-voice-of-freedom-dlc-trophy-guide,PS4,3/10,2,,"14,058",5/5,5,8
Deus Ex: Mankind Divided,https://psnprofiles.com/guide/5834-deus-ex-mankind-divided-a-criminal-past-dlc-trophy-guide,PS4,3/10,2,,"26,647",4/5,14,19
Terraria,https://psnprofiles.com/guide/15325-terraria-labor-of-love-dlc-trophy-guide,PS4 PS3 Vita,3/10,2,,"6,802",4/5,6,5
The Bureau: XCOM Declassified,https://psnprofiles.com/guide/3697-the-bureau-xcom-declassified-hangar-6-rd-dlc-trophy-guide,PS3,3/10,2,,"4,557",,0,7
Plague Inc: Evolved,https://psnprofiles.com/guide/11281-plague-inc-evolved-fake-news-dlc-trophy-guide,PS4,3/10,2,,"8,730",4/5,7,4
Saints Row: The Third,https://psnprofiles.com/guide/6725-saints-row-the-third-genki-bowl-vii-dlc-trophy-guide,PS3,3/10,2,,"32,097",5/5,11,16
Homefront: The Revolution,https://psnprofiles.com/guide/5307-homefront-the-revolution-aftermath-dlc-trophy-guide,PS4,3/10,2,,"16,142",5/5,5,6
Helldivers,https://psnprofiles.com/guide/3045-helldivers-masters-of-the-galaxy-dlc-trophy-guide,PS4 PS3 Vita,3/10,2,,"7,658",4/5,6,7
Cluster Tumble,https://psnprofiles.com/guide/16770-cluster-tumble-trophy-guide,PS4,3/10,3,,879,,0,2
Max Payne 3,https://psnprofiles.com/guide/636-max-payne-3-local-justice-dlc-trophy-guide,PS3,3/10,3,,"7,203",,0,9
nail'd,https://psnprofiles.com/guide/15492-naild-dlc-pack-1-dlc-trophy-guide,PS3,3/10,3,,"1,256",,0,0
Dead Space 2,https://psnprofiles.com/guide/8263-dead-space-2-severed-dlc-trophy-guide,PS3,3/10,3,,"15,044",4/5,9,8
Mass Effect 3,https://psnprofiles.com/guide/10326-mass-effect-3-omega-dlc-trophy-guide,PS3,3/10,3,,"7,570",,0,2
Monopoly Deal,https://psnprofiles.com/guide/11026-monopoly-deal-trophy-guide,PS3,3/10,3,,"8,358",,0,4
Just Cause 3,https://psnprofiles.com/guide/9533-just-cause-3-bavarium-sea-heist-dlc-trophy-guide,PS4,3/10,3,,"11,327",5/5,9,7
Plague Inc: Evolved,https://psnprofiles.com/guide/14044-plague-inc-evolved-plague-inc-the-cure-dlc-trophy-guide,PS4,3/10,3,,"5,694",5/5,5,0
Gravity Rush Remastered,https://psnprofiles.com/guide/18875-gravity-rush-remastered-special-forces-dlc-trophy-guide,PS4,3/10,3,,"1,119",,0,0
Astro's Playroom,https://psnprofiles.com/guide/11466-astros-playroom-astros-playroom-add-on-dlc-trophy-guide,PS5,3/10,3,,"101,121",5/5,40,34
Need for Speed: Shift 2 Unleashed,https://psnprofiles.com/guide/15825-need-for-speed-shift-2-unleashed-speedhunters-edition-dlc-trophy-guide,PS3,3/10,3,,"1,829",,0,0
Whispering Willows,https://psnprofiles.com/guide/9130-whispering-willows-trophy-guide,PS4,3/10,3,,"18,719",5/5,12,10
Steep,https://psnprofiles.com/guide/13149-steep-winterfest-dlc-trophy-guide,PS4,3/10,3,,"4,424",,0,3
Rabbids: Party of Legends,https://psnprofiles.com/guide/17254-rabbids-party-of-legends-trophy-guide,PS4,3/10,3,,"2,910",,0,3
Darksiders III,https://psnprofiles.com/guide/8878-darksiders-iii-keepers-of-the-void-dlc-trophy-guide,PS4,3/10,3,,"18,758",5/5,7,12
Just Cause 3,https://psnprofiles.com/guide/9382-just-cause-3-mech-land-assault-dlc-trophy-guide,PS4,3/10,3,,"12,028",5/5,11,8
Super Death Game Show! VR,https://psnprofiles.com/guide/18068-super-death-game-show-vr-trophy-guide,PS5 VR,3/10,3,,"1,418",,0,2
Fruit Ninja,https://psnprofiles.com/guide/9915-fruit-ninja-trophy-guide,Vita,3/10,3,,"9,117",5/5,8,4
Gravity Rush Remastered,https://psnprofiles.com/guide/18874-gravity-rush-remastered-spy-dlc-trophy-guide,PS4,3/10,3,,"1,320",,0,1
Alan Wake,https://psnprofiles.com/guide/13045-alan-wake-the-writer-dlc-trophy-guide,PS4,3/10,3,,"43,400",,0,24
Dead Island 2,https://psnprofiles.com/guide/19338-dead-island-2-sola-dlc-trophy-guide,PS5,3/10,3,,"4,423",,0,4
Need for Speed: Shift 2 Unleashed,https://psnprofiles.com/guide/15824-need-for-speed-shift-2-unleashed-legends-dlc-trophy-guide,PS3,3/10,3,,"1,359",,0,0
Castlevania: Lords of Shadow,https://psnprofiles.com/guide/595-castlevania-lords-of-shadow-reverie-dlc-trophy-guide,PS3,3/10,3,,"10,833",5/5,7,8
Gravity Rush Remastered,https://psnprofiles.com/guide/18873-gravity-rush-remastered-maid-dlc-trophy-guide,PS4,3/10,3,,"2,403",,0,2
Rise of the Tomb Raider,https://psnprofiles.com/guide/5279-rise-of-the-tomb-raider-croft-manor-dlc-trophy-guide,PS4,3/10,3,,"48,863",5/5,24,42
O! My Genesis VR,https://psnprofiles.com/guide/5530-o-my-genesis-vr-trophy-guide,PS4 VR,3/10,3,,"5,702",,0,4
Payday 2: Crimewave Edition,https://psnprofiles.com/guide/6984-payday-2-crimewave-edition-gage-chivalry-dlc-trophy-guide,PS4,3/10,3,,"4,595",,0,5
Marvel's Spider-Man,https://psnprofiles.com/guide/8505-marvels-spider-man-ctns-turf-wars-dlc-trophy-guide,PS4,3/10,3,,"69,521",5/5,27,41
Metal Slug 3,https://psnprofiles.com/guide/2955-metal-slug-3-trophy-guide,PS4 PS3 Vita,3/10,3,,"29,416",5/5,14,28
NHL '94 Rewind,https://psnprofiles.com/guide/18693-nhl-94-rewind-trophy-guide,PS4,3/10,3,,"2,298",,0,3
Assassin's Creed III,https://psnprofiles.com/guide/8305-assassins-creed-iii-the-tyranny-of-king-washington-episode-1-the-infamy-dlc-trophy-guide,PS3,3/10,3,,"30,953",5/5,6,11
Assassin's Creed Revelations,https://psnprofiles.com/guide/423-assassins-creed-revelations-the-lost-archive-dlc-trophy-guide,PS3,3/10,3,,"48,973",5/5,9,36
Battlefield 4,https://psnprofiles.com/guide/433-battlefield-4-naval-strike-dlc-trophy-guide,PS3,3/10,3,,"15,856",,0,11
Assassin's Creed III,https://psnprofiles.com/guide/8423-assassins-creed-iii-the-tyranny-of-king-washington-episode-3-the-redemption-dlc-trophy-guide,PS3,3/10,3,,"28,559",5/5,8,8
Factotum 90,https://psnprofiles.com/guide/6471-factotum-90-trophy-guide,PS4 Vita,3/10,3,,"4,056",,0,6
Payday 2: Crimewave Edition,https://psnprofiles.com/guide/7776-payday-2-crimewave-edition-scarface-dlc-trophy-guide,PS4,3/10,3,,"6,252",,0,4
Kingdom Come: Deliverance,https://psnprofiles.com/guide/9550-kingdom-come-deliverance-band-of-bastards-dlc-trophy-guide,PS4,3/10,3,,"28,399",5/5,5,6
Type:Rider,https://psnprofiles.com/guide/8366-typerider-trophy-guide,PS4,3/10,3,,"14,121",5/5,8,15
Sonic The Hedgehog,https://psnprofiles.com/guide/349-sonic-the-hedgehog-trophy-guide,PS3,3/10,3,,"15,268",4/5,7,23
Marvel's Spider-Man,https://psnprofiles.com/guide/8518-marvels-spider-man-ctns-silver-lining-dlc-trophy-guide,PS4,3/10,3,,"67,826",5/5,24,41
Just Cause 3,https://psnprofiles.com/guide/4080-just-cause-3-sky-fortress-dlc-trophy-guide,PS4,3/10,3,,"16,373",5/5,14,21
Senran Kagura Bon Appetit! (Hanzo x Crimson Squad),https://psnprofiles.com/guide/5208-senran-kagura-bon-appetit-hanzo-x-crimson-squad-%E3%83%87%E3%82%AB%E7%9B%9B%E3%82%8A-%E9%96%83%E4%B9%B1%E3%82%AB%E3%82%B0%E3%83%A9%E6%9C%AC%E4%BD%93%E3%83%91%E3%83%83%E3%82%AF%EF%BD%81%E7%94%A8%E3%82%AD%E3%83%A3%E3%83%A9%E3%82%AF%E3%82%BF%E3%83%BC%E8%BF%BD%E5%8A%A0%E3%82%BB%E3%83%83%E3%83%88-%E6%9C%88%E9%96%83%E8%9B%87%E5%A5%B3-dlc-trophy-guide,Vita,3/10,3,,"4,179",,0,7
Ultratron,https://psnprofiles.com/guide/6532-ultratron-trophy-guide,PS4 PS3 Vita,3/10,3,,"15,442",5/5,8,30
Kingdom Come: Deliverance,https://psnprofiles.com/guide/8283-kingdom-come-deliverance-the-amorous-adventures-of-bold-sir-hans-capon-dlc-trophy-guide,PS4,3/10,3,,"59,015",4/5,8,8
Alan Wake,https://psnprofiles.com/guide/13044-alan-wake-the-signal-dlc-trophy-guide,PS4,3/10,3,,"50,185",,0,24
eFootball 2024,https://psnprofiles.com/guide/15984-efootball-2024-trophy-guide,PS5,3/10,3,,"19,113",5/5,7,5
Rocket League,https://psnprofiles.com/guide/3425-rocket-league-revenge-of-the-battle-cars-dlc-trophy-guide,PS4,3/10,3,,"25,798",5/5,16,26
Dogfight 1942,https://psnprofiles.com/guide/2154-dogfight-1942-sands-of-africa-dlc-trophy-guide,PS3,3/10,4,,821,,0,1
Magic: The Gathering - Duels of the Planeswalkers 2012 ,https://psnprofiles.com/guide/12851-magic-the-gathering-duels-of-the-planeswalkers-2012-expansion-1-dlc-trophy-guide,PS3,3/10,4,,889,,0,1
BioShock Infinite,https://psnprofiles.com/guide/479-bioshock-infinite-burial-at-sea-episode-1-dlc-trophy-guide,PS3,3/10,4,,"32,770",5/5,14,24
High on Life,https://psnprofiles.com/guide/17764-high-on-life-high-on-knife-dlc-trophy-guide,PS5,3/10,4,,"20,569",,0,2
LittleBigPlanet,https://psnprofiles.com/guide/7583-littlebigplanet-pirates-of-the-caribbean-level-kit-dlc-trophy-guide,PS3,3/10,4,,"7,018",4/5,5,4
Kung Fu Rabbit,https://psnprofiles.com/guide/3491-kung-fu-rabbit-trophy-guide,Vita,3/10,4,,"10,578",5/5,7,19
Bubsy: The Woolies Strike Back,https://psnprofiles.com/guide/17802-bubsy-the-woolies-strike-back-trophy-guide,PS4,3/10,4,,"4,048",,0,4
Final Fantasy XV,https://psnprofiles.com/guide/8512-final-fantasy-xv-episode-ardyn-dlc-trophy-guide,PS4,3/10,4,,"64,158",5/5,11,30
Dead or Alive Xtreme 3: Fortune,https://psnprofiles.com/guide/14571-dead-or-alive-xtreme-3-fortune-misaki-character-license-dlc-trophy-guide,PS4,3/10,4,,"1,611",,0,2
Tyr: Chains of Valhalla,https://psnprofiles.com/guide/8988-tyr-chains-of-valhalla-trophy-guide,PS4,3/10,4,,"2,627",,0,4
Dragon Age: Inquisition,https://psnprofiles.com/guide/5535-dragon-age-inquisition-the-descent-dlc-trophy-guide,PS4,3/10,4,,"19,981",4/5,11,23
Loud on Planet X,https://psnprofiles.com/guide/4309-loud-on-planet-x-trophy-guide,PS4,3/10,4,,"1,518",,0,6
Need for Speed Payback,https://psnprofiles.com/guide/9052-need-for-speed-payback-speedcross-dlc-trophy-guide,PS4,3/10,4,,"22,146",5/5,10,14
The Surge,https://psnprofiles.com/guide/6776-the-surge-a-walk-in-the-park-dlc-trophy-guide,PS4,3/10,4,,"37,748",5/5,8,14
16-Bit Soccer,https://psnprofiles.com/guide/12822-16-bit-soccer-trophy-guide,PS4,3/10,4,,"4,259",,0,0
Hitman 2,https://psnprofiles.com/guide/10803-hitman-2-himmelstein-dlc-trophy-guide,PS4,3/10,4,,"19,525",4/5,6,6
Little Nightmares,https://psnprofiles.com/guide/9366-little-nightmares-the-residence-dlc-trophy-guide,PS4,3/10,4,,"40,024",5/5,8,10
Sniper Elite 4,https://psnprofiles.com/guide/12611-sniper-elite-4-deathstorm-3-dlc-trophy-guide,PS4,3/10,4,,"14,545",4/5,6,2
The Escapists,https://psnprofiles.com/guide/18499-the-escapists-santas-sweatshop-dlc-trophy-guide,PS4,3/10,4,,"1,230",,0,3
Sonic The Hedgehog,https://psnprofiles.com/guide/11978-sonic-the-hedgehog-trophy-guide,PS3,3/10,4,,"12,513",4/5,7,7
Don't Bite Me Bro!,https://psnprofiles.com/guide/7441-dont-bite-me-bro-trophy-guide,PS4,3/10,4,,"37,768",5/5,5,20
Borderlands 3,https://psnprofiles.com/guide/10818-borderlands-3-psycho-krieg-and-the-fantastic-fustercluck-dlc-trophy-guide,PS4,3/10,4,,"38,309",4/5,16,16
flOw,https://psnprofiles.com/guide/18566-flow-trophy-guide,PS4,3/10,4,,"3,260",,0,10
Overcooked 2,https://psnprofiles.com/guide/11359-overcooked-2-surf-n-turf-dlc-trophy-guide,PS4,3/10,4,,"12,082",5/5,7,6
Star Wars: The Force Unleashed,https://psnprofiles.com/guide/7941-star-wars-the-force-unleashed-hoth-mission-dlc-trophy-guide,PS3,3/10,4,,"10,507",5/5,5,7
Switch Galaxy Ultra,https://psnprofiles.com/guide/3768-switch-galaxy-ultra-charity-dlc-trophy-guide,PS4 Vita,3/10,4,,"2,749",,0,4
Minecraft • Set 2,https://psnprofiles.com/guide/14276-minecraft-set-2-expansion-15-dlc-trophy-guide,PS4,3/10,4,,"11,327",4/5,6,1
The First Tree,https://psnprofiles.com/guide/8082-the-first-tree-trophy-guide,PS4,3/10,4,,"20,564",5/5,6,10
Shirone: The Dragon Girl,https://psnprofiles.com/guide/16669-shirone-the-dragon-girl-trophy-guide,PS4,3/10,4,,"2,203",,0,2
Remnant: From the Ashes,https://psnprofiles.com/guide/13345-remnant-from-the-ashes-subject-2923-dlc-trophy-guide,PS4,3/10,4,,"20,245",3/5,7,9
Mafia III,https://psnprofiles.com/guide/6308-mafia-iii-stones-unturned-dlc-trophy-guide,PS4,3/10,4,,"31,990",5/5,17,20
Borderlands 3,https://psnprofiles.com/guide/11157-borderlands-3-designers-cut-dlc-trophy-guide,PS4,3/10,4,,"37,117",4/5,14,16
The Last of Us,https://psnprofiles.com/guide/900-the-last-of-us-left-behind-dlc-trophy-guide,PS3,3/10,4,,"120,713",5/5,17,89
Hitman 2 • Additional Expansions,https://psnprofiles.com/guide/10604-hitman-2-additional-expansions-hitman-2-siberia-dlc-trophy-guide,PS4,3/10,4,,"13,883",3/5,5,7
The Unfinished Swan,https://psnprofiles.com/guide/3834-the-unfinished-swan-trophy-guide,PS4,3/10,4,,"35,823",5/5,21,72
Ghost of Tsushima,https://psnprofiles.com/guide/12701-ghost-of-tsushima-iki-island-exploration-dlc-trophy-guide,PS4,3/10,4,,"112,438",4/5,22,31
Dead or Alive Xtreme 3: Fortune,https://psnprofiles.com/guide/14572-dead-or-alive-xtreme-3-fortune-leifang-character-license-dlc-trophy-guide,PS4,3/10,4,,"1,570",,0,2
Marvel's Midnight Suns,https://psnprofiles.com/guide/16507-marvels-midnight-suns-the-hunger-dlc-trophy-guide,PS5,3/10,5,,"8,121",,0,5
Nobody Saves the World,https://psnprofiles.com/guide/18537-nobody-saves-the-world-frozen-hearth-dlc-trophy-guide,PS5,3/10,5,,"4,986",5/5,6,7
Grow Home,https://psnprofiles.com/guide/6395-grow-home-trophy-guide,PS4,3/10,5,,"24,271",5/5,10,40
Mahjong,https://psnprofiles.com/guide/8904-mahjong-trophy-guide,PS4,3/10,5,,"12,213",4/5,8,6
World of Tanks,https://psnprofiles.com/guide/8168-world-of-tanks-war-stories-dlc-trophy-guide,PS4,3/10,5,,"3,616",,0,0
Borderlands 2,https://psnprofiles.com/guide/8737-borderlands-2-commander-lilith-and-the-fight-for-sanctuary-dlc-trophy-guide,PS4,3/10,5,,"62,793",5/5,17,30
ToeJam & Earl,https://psnprofiles.com/guide/1885-toejam-earl-trophy-guide,PS3,3/10,5,,"3,636",,0,8
Just Dance,https://psnprofiles.com/guide/17053-just-dance-trophy-guide,PS5,3/10,5,,"6,181",5/5,6,3
Star Wars Battlefront,https://psnprofiles.com/guide/6629-star-wars-battlefront-bespin-dlc-trophy-guide,PS4,3/10,5,,"14,144",5/5,6,18
Sonic The Hedgehog 4: Episode II,https://psnprofiles.com/guide/2592-sonic-the-hedgehog-4-episode-ii-trophy-guide,PS3,3/10,5,,"10,444",,0,11
BioShock Infinite,https://psnprofiles.com/guide/6888-bioshock-infinite-burial-at-sea-episode-1-dlc-trophy-guide,PS4,3/10,5,,"21,231",5/5,18,29
Final Fantasy XVI,https://psnprofiles.com/guide/18222-final-fantasy-xvi-echoes-of-the-fallen-dlc-trophy-guide,PS5,3/10,5,,"74,517",5/5,47,53
Grid Legends,https://psnprofiles.com/guide/16801-grid-legends-enduring-spirit-dlc-trophy-guide,PS4,3/10,5,,"8,440",5/5,5,5
Far Cry 6,https://psnprofiles.com/guide/16007-far-cry-6-lost-between-worlds-dlc-trophy-guide,PS4,3/10,5,,"18,968",,0,8
The Escapists 2,https://psnprofiles.com/guide/7334-the-escapists-2-wicked-ward-dlc-trophy-guide,PS4,3/10,5,,"13,391",,0,8
Battlefield 1,https://psnprofiles.com/guide/7434-battlefield-1-apocalypse-dlc-trophy-guide,PS4,3/10,5,,"37,856",4/5,8,17
The Outer Worlds,https://psnprofiles.com/guide/12333-the-outer-worlds-murder-on-eridanos-dlc-trophy-guide,PS4,3/10,5,,"30,833",5/5,12,15
Viewfinder,https://psnprofiles.com/guide/17212-viewfinder-trophy-guide,PS5,3/10,5,,"20,448",5/5,5,24
Battlefield 3,https://psnprofiles.com/guide/7032-battlefield-3-end-game-dlc-trophy-guide,PS3,3/10,5,,"8,140",,0,7
Far Cry 5,https://psnprofiles.com/guide/7493-far-cry-5-hours-of-darkness-dlc-trophy-guide,PS4,3/10,5,,"41,886",5/5,14,30
Bard's Gold,https://psnprofiles.com/guide/4712-bards-gold-trophy-guide,PS4,3/10,5,,"15,579",4/5,5,12
Hitman,https://psnprofiles.com/guide/4714-hitman-summer-bonus-episode-dlc-trophy-guide,PS4,3/10,5,,"19,150",5/5,11,14
Just Cause 4,https://psnprofiles.com/guide/8976-just-cause-4-danger-rising-dlc-trophy-guide,PS4,3/10,5,,"25,749",5/5,11,9
Minecraft,https://psnprofiles.com/guide/8579-minecraft-expansion-9-dlc-trophy-guide,PS4,3/10,5,,"26,732",3/5,18,12
Gravity Rush 2,https://psnprofiles.com/guide/5975-gravity-rush-2-another-story-the-ark-of-time-ravens-choice-dlc-trophy-guide,PS4,3/10,5,,"39,743",4/5,17,20
Arkedo Series - 01 Jump!,https://psnprofiles.com/guide/27-arkedo-series-01-jump-trophy-guide,PS3,3/10,5,,"4,271",,0,7
Marvel's Midnight Suns,https://psnprofiles.com/guide/16484-marvels-midnight-suns-marvels-midnight-suns-redemption-dlc-trophy-guide,PS5,3/10,5,,"9,839",,0,5
Borderlands 3,https://psnprofiles.com/guide/11990-borderlands-3-directors-cut-dlc-trophy-guide,PS4,3/10,5,,"33,940",5/5,10,13
The Long Dark,https://psnprofiles.com/guide/15355-the-long-dark-episode-4-fury-then-silence-dlc-trophy-guide,PS4,3/10,5,,"3,702",,0,2
The King of Fighters 2000,https://psnprofiles.com/guide/10795-the-king-of-fighters-2000-trophy-guide,PS4,3/10,5,,"11,649",,0,3
Dead by Daylight,https://psnprofiles.com/guide/6765-dead-by-daylight-leatherface-dlc-trophy-guide,PS4,3/10,5,,"10,179",,0,10
Dead Space Ignition,https://psnprofiles.com/guide/13721-dead-space-ignition-trophy-guide,PS3,3/10,5,,"9,930",5/5,5,3
Castlevania: Lords of Shadow 2,https://psnprofiles.com/guide/7509-castlevania-lords-of-shadow-2-revelations-dlc-trophy-guide,PS3,3/10,5,,"10,621",,0,4
Battlefield 1,https://psnprofiles.com/guide/7433-battlefield-1-turning-tides-dlc-trophy-guide,PS4,3/10,5,,"33,392",4/5,9,17
Maneater,https://psnprofiles.com/guide/15024-maneater-truth-quest-dlc-trophy-guide,PS5,3/10,5,,"23,505",5/5,11,18
Naughty Bear,https://psnprofiles.com/guide/10427-naughty-bear-episode-9-the-treasure-of-bear-beard-dlc-trophy-guide,PS3,3/10,5,,"3,686",,0,0
Sniper Elite 4,https://psnprofiles.com/guide/12370-sniper-elite-4-target-fuhrer-dlc-trophy-guide,PS4,3/10,5,,"20,516",5/5,6,4
Resident Evil 6,https://psnprofiles.com/guide/5126-resident-evil-6-onslaught-dlc-trophy-guide,PS4,3/10,5,,"26,856",4/5,10,18
Omega Strikers,https://psnprofiles.com/guide/16749-omega-strikers-trophy-guide,PS5,3/10,5,,"9,384",,0,5
Surviving Mars,https://psnprofiles.com/guide/13567-surviving-mars-green-planet-dlc-trophy-guide,PS4,3/10,5,,"3,008",,0,4
Touhou Hyouibana: Antinomy of Common Flowers,https://psnprofiles.com/guide/12101-touhou-hyouibana-antinomy-of-common-flowers-trophy-guide,PS4,3/10,5,,"5,447",,0,2
Minecraft Dungeons,https://psnprofiles.com/guide/11398-minecraft-dungeons-howling-peaks-dlc-trophy-guide,PS4,3/10,5,,"27,120",5/5,6,8
Batman: Arkham VR,https://psnprofiles.com/guide/5242-batman-arkham-vr-trophy-guide,PS4 VR,3/10,5,,"33,350",5/5,8,24
Assassin's Creed Unity,https://psnprofiles.com/guide/2387-assassins-creed-unity-dead-kings-dlc-trophy-guide,PS4,3/10,5,,"50,664",5/5,25,61
LEGO Brawls,https://psnprofiles.com/guide/17287-lego-brawls-trophy-guide,PS4,3/10,5,,"6,596",,0,4
Far Cry 6,https://psnprofiles.com/guide/13919-far-cry-6-pagan-control-dlc-trophy-guide,PS4,3/10,5,,"21,969",,0,11
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/12858-dead-by-daylight-additional-chapters-dead-by-daylight-hellraiser-chapter-dlc-trophy-guide,PS4,3/10,5,,"5,674",,0,1
Marvel's Midnight Suns,https://psnprofiles.com/guide/16479-marvels-midnight-suns-marvels-midnight-suns-the-good-the-bad-and-the-undead-dlc-trophy-guide,PS5,3/10,5,,"11,324",,0,5
Dead by Daylight,https://psnprofiles.com/guide/19050-dead-by-daylight-all-things-wicked-chapter-dlc-trophy-guide,PS5,3/10,5,,"1,587",,0,2
